"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"instelling";"straat";"huisnummer";"postcode_2";"plaats_2";"telefoonnummer_2";"fax";"internet";"e-mail"
"Woonvoorziening Laan van Vlaanderen";"woonvoorziening_laan_van_vlaanderen";"1";"281";"";"0000-00-00 00:00:00";"Laan van Vlaanderen 536";"1066MX";"";"POINT(4.80621296424572 52.3462737262101)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:53";"2016-04-29 13:12:53";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonvoorziening Laan van Vlaanderen";"Laan van Vlaanderen";"536";"1066MX";"Amsterdam";"020 615 7146";"";"http://www.philadelphia.nl";""
"Woonvoorziening 's Gravendijkdreef";"woonvoorziening_s_gravendijkdreef_1";"1";"281";"";"0000-00-00 00:00:00";"&#39;s-Gravendijkdreef 321";"1103SE";"";"POINT(4.98105978066606 52.323146853887)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:53";"2016-04-29 13:12:53";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonvoorziening 's Gravendijkdreef";"&#39;s-Gravendijkdreef";"321";"1103SE";"Amsterdam";"020 630 4900";"";"http://www.philadelphia.nl";"amsterdam@philadelphia.nl"
"Woonvoorziening Wigbolt Ripperdastraat";"woonvoorziening_wigbolt_ripperdastraat";"1";"281";"";"0000-00-00 00:00:00";"Wigbolt Ripperdastraat 80";"1067EH";"";"POINT(4.80487961160968 52.3819037255316)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:53";"2016-04-29 13:12:53";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonvoorziening Wigbolt Ripperdastraat";"Wigbolt Ripperdastraat";"80";"1067EH";"Amsterdam";"0800 0830";"";"http://www.philadelphia.nl";""
"Woonzorg- en dienstencentrum Menno Simons";"woonzorg_en_dienstencentrum_menno_simons";"1";"281";"";"0000-00-00 00:00:00";"Noordhollandstraat 17A";"1081AS";"";"POINT(4.86650927552825 52.3267992005325)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:53";"2016-04-29 13:12:53";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonzorg- en dienstencentrum Menno Simons";"Noordhollandstraat";"17A";"1081AS";"Amsterdam";"020 517 1025";"020 517 1035";"http://www.zhga.nl";"mennosimons@zhga.nl"
"Woonzorgcentrum De Gooyer";"woonzorgcentrum_de_gooyer";"1";"281";"";"0000-00-00 00:00:00";"Von Zesenstraat 298";"1093BJ";"";"POINT(4.9269244904145 52.3643217971066)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:54";"2016-04-29 13:12:54";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonzorgcentrum De Gooyer";"Von Zesenstraat";"298";"1093BJ";"Amsterdam";"020 462 6700";"";"http://www.cordaan.nl";"zorgbemiddelingvv@cordaan.nl"
"Woonzorgcentrum De Klinker";"woonzorgcentrum_de_klinker";"1";"281";"";"0000-00-00 00:00:00";"Borgerstraat 45";"1053PB";"";"POINT(4.86776038302481 52.3653173031291)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:54";"2016-04-29 13:12:54";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonzorgcentrum De Klinker";"Borgerstraat";"45";"1053PB";"Amsterdam";"020 756 3000";"";"https://www.amstelring.nl/";"klinker@amstelring.nl"
"Woonzorgcentrum Kastanjehof";"woonzorgcentrum_kastanjehof";"1";"281";"";"0000-00-00 00:00:00";"Kastanjeplein 60";"1092LA";"";"POINT(4.92309389704501 52.3585816703604)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:54";"2016-04-29 13:12:54";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonzorgcentrum Kastanjehof";"Kastanjeplein";"60";"1092LA";"Amsterdam";"020 462 6900";"";"http://www.cordaan.nl";""
"Zigzag verpleegkundige en gespecialiseerde kindzorg";"zigzag_verpleegkundige_en_gespecialiseerde_kindzorg";"1";"281";"";"0000-00-00 00:00:00";"Albardagracht 1";"1063NN";"";"POINT(4.81300375375076 52.3806221994488)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:54";"2016-04-29 13:12:54";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Zigzag verpleegkundige en gespecialiseerde kindzorg";"Albardagracht";"1";"1063NN";"Amsterdam";"020 494 1296";"";"http://www.verpleegkundig-kinderdagverblijf.nl";"info@zigzagzorg.nl"
"Zigzag verpleegkundige en gespecialiseerde kindzorg";"zigzag_verpleegkundige_en_gespecialiseerde_kindzorg_1";"1";"281";"";"0000-00-00 00:00:00";"Amsteldijk 196";"1079LK";"";"POINT(4.91295218814865 52.3418378279181)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:54";"2016-04-29 13:12:54";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Zigzag verpleegkundige en gespecialiseerde kindzorg";"Amsteldijk";"196";"1079LK";"Amsterdam";"020 494 1296";"";"http://www.verpleegkundig-kinderdagverblijf.nl";"info@zigzagzorg.nl"
"Zorgboerderij De Stolp";"zorgboerderij_de_stolp_3";"1";"281";"";"0000-00-00 00:00:00";"Termietergouw 10";"1027AD";"";"POINT(4.95408176488359 52.4113218027483)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:54";"2016-04-29 13:12:54";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Zorgboerderij De Stolp";"Termietergouw";"10";"1027AD";"Amsterdam";"";"";"http://www.zorgboerderijdestolp.nl/";"info@zorgboerderijdestolp.nl"
"Zusters van Moeder Theresa (Missionaries of Charity)";"zusters_van_moeder_theresa_missionaries_of_charity_2";"1";"281";"";"0000-00-00 00:00:00";"Egelantiersstraat 147";"1015RA";"";"POINT(4.87897377875009 52.3758905926278)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:54";"2016-04-29 13:12:54";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Zusters van Moeder Theresa (Missionaries of Charity)";"Egelantiersstraat";"147";"1015RA";"Amsterdam";"020 625 1952";"";"";""
